trade_id,symbol,strategy,action,entry_date,exit_date,holding_days,entry_spot,exit_spot,contracts,entry_price,pnl_dollar,pnl_pct,close_reason
21,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2020-03-16,2020-03-26,10,162.97853088378906,185.1283721923828,13,0.6598583434983532,-961.18,-17.04,STOP_LOSS
23,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2020-03-20,2020-03-26,6,209.78201293945312,239.48887634277344,14,0.6846327426799093,-1331.79,-22.04,STOP_LOSS
24,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2020-03-23,2020-03-26,3,54.117034912109375,62.33456039428711,13,0.49243060656955784,-916.37,-15.64,STOP_LOSS
25,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2020-03-26,2020-04-01,6,239.48887634277344,225.6898498535156,12,0.7313311728067333,424.5,8.29,PROFIT_TARGET_50%
26,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2020-03-26,2020-04-01,6,185.1283721923828,175.8767852783203,12,0.6782329180208393,369.71,7.13,PROFIT_TARGET_50%
27,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2020-03-26,2020-04-01,6,62.33456039428711,58.10641479492188,12,0.6052746609670159,372.04,7.05,PROFIT_TARGET_50%
29,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2020-04-01,2020-04-14,13,175.8767852783203,204.3840789794922,13,0.6667957876925179,-932.8,-16.56,STOP_LOSS
30,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2020-04-01,2020-04-14,13,58.10641479492188,69.23515319824219,12,0.5951137884058291,-755.54,-14.29,STOP_LOSS
31,AMD,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-14,2020-04-20,6,54.93000030517578,56.970001220703125,11,0.34546029481089446,214.04,4.18,PROFIT_TARGET_50%
28,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2020-04-01,2020-04-23,22,225.6898498535156,255.8826446533203,13,0.7144666334123357,541.92,9.73,PROFIT_TARGET_50%
33,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-20,2020-04-27,7,49.75733184814453,53.25,11,0.5363674201355806,394.6,8.04,PROFIT_TARGET_50%
34,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-23,2020-04-27,4,203.09130859375,207.95346069335935,12,0.5609510709117345,398.85,7.49,PROFIT_TARGET_50%
32,META,BEAR_CALL_SPREAD,SELL_CREDIT,2020-04-16,2020-04-28,12,174.71572875976562,181.3177490234375,12,0.6862113952717124,612.19,11.83,PROFIT_TARGET_50%
35,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-27,2020-04-29,2,207.95346069335935,211.2721099853516,12,0.5529879840341572,464.42,8.7,PROFIT_TARGET_50%
36,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-27,2020-04-29,2,53.25,53.367332458496094,12,0.33073520912023224,196.35,3.5,PROFIT_TARGET_50%
39,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-29,2020-05-05,6,53.367332458496094,51.2140007019043,13,0.4847223546370656,293.15,4.99,PROFIT_TARGET_50%
38,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-29,2020-05-06,7,211.2721099853516,211.2721099853516,13,0.5998316010170868,442.4,7.73,PROFIT_TARGET_50%
40,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-05,2020-05-06,1,71.77014923095703,72.5105972290039,13,0.43244006733403095,247.93,4.18,PROFIT_TARGET_50%
37,AMD,BULL_PUT_SPREAD,SELL_CREDIT,2020-04-28,2020-05-08,10,55.5099983215332,53.18999862670898,13,0.6707318633639021,402.06,7.14,PROFIT_TARGET_50%
41,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-06,2020-05-08,2,211.2721099853516,216.9253387451172,14,0.6166722464708592,399.67,6.51,PROFIT_TARGET_50%
42,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-06,2020-05-08,2,52.172000885009766,54.62799835205078,13,0.2615204416756701,136.2,2.21,PROFIT_TARGET_50%
45,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-08,2020-05-11,3,75.00446319580078,76.18464660644531,14,0.4400402018864562,263.28,4.12,PROFIT_TARGET_50%
44,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-08,2020-05-15,7,216.9253387451172,215.39141845703125,14,0.5486109455197123,374.48,6.01,PROFIT_TARGET_50%
43,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-08,2020-05-18,10,268.1322937011719,270.4794311523437,7,0.9003712394029861,503.24,7.9,PROFIT_TARGET_50%
46,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-11,2020-05-18,7,76.18464660644531,76.1725845336914,14,0.29550652062659144,254.49,3.86,PROFIT_TARGET_50%
47,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-15,2020-05-19,4,215.39141845703125,218.8547515869141,15,0.6842137898458063,650.49,10.05,PROFIT_TARGET_50%
48,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-18,2020-05-20,2,270.4794311523437,272.2489929199219,7,1.1555763433936583,367.88,5.94,PROFIT_TARGET_50%
49,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-18,2020-05-26,8,54.242000579833984,54.5913314819336,14,0.38056312974269524,388.81,6.01,PROFIT_TARGET_50%
50,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-19,2020-05-26,7,218.8547515869141,220.9578094482422,15,0.5537985257887339,372.97,5.59,PROFIT_TARGET_50%
51,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-20,2020-05-26,6,272.2489929199219,274.22021484375,8,1.0825825719173938,424.89,5.96,PROFIT_TARGET_50%
52,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-26,2020-05-28,2,274.22021484375,277.78692626953125,8,0.8080851332964176,314.18,4.27,PROFIT_TARGET_50%
53,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-26,2020-05-29,3,220.9578094482422,225.12535095214844,16,0.46423179835650785,458.42,6.32,PROFIT_TARGET_50%
54,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-26,2020-06-01,6,76.60063171386719,77.83892059326172,16,0.519116609123071,386.26,5.39,PROFIT_TARGET_50%
55,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-28,2020-06-02,5,277.78692626953125,282.4721069335937,8,0.7930789480282776,423.71,5.75,PROFIT_TARGET_50%
56,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-05-29,2020-06-03,5,225.12535095214844,228.3378753662109,16,0.40498781886058133,461.84,6.28,PROFIT_TARGET_50%
57,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-01,2020-06-03,2,77.83892059326172,78.62974548339844,17,0.396192115541965,295.7,3.78,PROFIT_TARGET_50%
58,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-02,2020-06-03,1,282.4721069335937,286.2314453125,8,0.7042461295499152,251.47,3.38,PROFIT_TARGET_50%
59,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-03,2020-06-05,2,286.2314453125,292.7962341308594,8,0.7286375852171609,358.04,4.83,PROFIT_TARGET_50%
60,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-03,2020-06-08,5,228.3378753662109,233.02638244628903,19,0.6773441625854701,702.59,8.55,PROFIT_TARGET_50%
62,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-05,2020-06-11,6,292.7962341308594,275.6231384277344,9,1.016271941582044,-2856.22,-35.33,STOP_LOSS
63,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-08,2020-06-11,3,233.02638244628903,225.7620849609375,18,0.40418530053562307,-1776.03,-21.47,STOP_LOSS
64,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-11,2020-06-15,4,225.7620849609375,230.32516479492188,16,0.5249938970639203,582.77,8.14,PROFIT_TARGET_50%
65,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-11,2020-06-15,4,81.23686981201172,82.95155334472656,16,0.5270955317460335,551.98,7.71,PROFIT_TARGET_50%
67,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-15,2020-06-17,2,230.32516479492188,235.0233154296875,17,0.6040434296649089,437.92,5.86,PROFIT_TARGET_50%
66,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-15,2020-06-18,3,281.5277709960937,285.8646545410156,8,0.9226001655867027,349.77,4.82,PROFIT_TARGET_50%
61,NVDA,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-03,2020-06-22,19,8.725080490112305,9.482821464538574,22,1.3249002764599023,1645.13,20.35,PROFIT_TARGET_50%
68,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-17,2020-06-22,5,235.0233154296875,238.4471893310547,17,0.6112694340821712,528.72,7.09,PROFIT_TARGET_50%
69,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-18,2020-06-23,5,285.8646545410156,287.3711853027344,8,0.9078809692263761,317.13,4.36,PROFIT_TARGET_50%
72,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-23,2020-06-26,3,287.3711853027344,276.3202209472656,9,1.0903429327649583,-1163.48,-14.51,STOP_LOSS
71,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-22,2020-06-29,7,86.79214477539062,87.49590301513672,17,0.282153113143532,244.28,3.05,PROFIT_TARGET_50%
70,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-22,2020-06-30,8,238.4471893310547,239.27828979492188,19,0.6539726469345553,567.28,6.87,PROFIT_TARGET_50%
74,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-29,2020-06-30,1,67.29000091552734,71.98733520507812,17,0.3452740615286669,286.4,3.62,PROFIT_TARGET_50%
76,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-30,2020-07-02,2,239.27828979492188,243.71401977539065,19,0.5566396433094667,582.14,6.9,PROFIT_TARGET_50%
73,NVDA,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-26,2020-07-06,10,9.112786293029783,9.7938814163208,20,1.0175251719902367,1115.19,14.0,PROFIT_TARGET_50%
75,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-06-30,2020-07-06,6,283.9730224609375,291.97576904296875,9,0.8593946606731233,571.37,6.95,PROFIT_TARGET_50%
77,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-02,2020-07-06,4,243.71401977539065,249.70558166503903,19,0.4962241619216581,543.18,6.35,PROFIT_TARGET_50%
79,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-06,2020-07-10,4,249.70558166503903,255.09808349609372,20,0.4820787650732221,568.22,6.29,PROFIT_TARGET_50%
80,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-06,2020-07-10,4,90.4150161743164,92.79238891601562,19,0.3024880904527958,345.17,3.87,PROFIT_TARGET_50%
81,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-10,2020-07-13,3,255.09808349609372,249.8505706787109,10,0.712481620910868,-757.7,-8.16,STOP_LOSS
78,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-06,2020-07-14,8,291.97576904296875,293.6979675292969,10,1.0228418662544652,472.05,5.26,PROFIT_TARGET_50%
82,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-10,2020-07-15,5,92.79238891601562,94.53855895996094,21,0.5644924970629877,516.1,5.54,PROFIT_TARGET_50%
83,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-13,2020-07-15,2,249.8505706787109,252.13124084472656,21,0.6476345970555144,617.8,6.76,PROFIT_TARGET_50%
84,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-14,2020-07-20,6,293.6979675292969,298.6708374023437,10,0.9297474116312472,593.02,6.54,PROFIT_TARGET_50%
85,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-15,2020-07-20,5,252.13124084472656,257.8136291503906,10,1.0272698267921676,580.99,6.48,PROFIT_TARGET_50%
86,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-15,2020-07-20,5,94.53855895996094,95.1504135131836,21,0.4184920868018134,503.06,5.23,PROFIT_TARGET_50%
87,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-20,2020-07-27,7,298.6708374023437,297.657958984375,11,0.8706929973584749,550.67,5.48,PROFIT_TARGET_50%
89,NVDA,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-20,2020-07-30,10,10.462284088134766,10.565057754516602,21,0.26486360317166596,301.52,3.03,PROFIT_TARGET_50%
88,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-20,2020-07-31,11,257.8136291503906,256.8569030761719,11,1.063268275797384,735.25,7.48,PROFIT_TARGET_50%
91,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-30,2020-07-31,1,93.05360412597656,102.79527282714844,22,0.4258180329625656,576.96,5.73,PROFIT_TARGET_50%
90,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-27,2020-08-03,7,297.657958984375,302.7874450683594,11,1.0592161111946723,767.81,7.81,PROFIT_TARGET_50%
93,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-31,2020-08-03,3,102.79527282714844,105.38544464111328,23,0.4463440713557816,433.07,4.13,PROFIT_TARGET_50%
92,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-07-31,2020-08-04,4,256.8569030761719,261.29266357421875,11,0.9172778823099303,526.23,5.27,PROFIT_TARGET_50%
94,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-03,2020-08-06,3,302.7874450683594,307.8891906738281,12,1.0411083894754452,739.52,6.88,PROFIT_TARGET_50%
95,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-03,2020-08-06,3,105.38544464111328,110.18854522705078,23,0.30298681663956906,450.99,4.17,PROFIT_TARGET_50%
96,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-04,2020-08-06,2,261.29266357421875,265.4094543457031,12,1.019233074303937,599.15,5.56,PROFIT_TARGET_50%
98,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-06,2020-08-11,5,265.4094543457031,256.277099609375,13,1.0453706264197926,-1420.06,-12.2,STOP_LOSS
97,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-06,2020-08-12,6,307.8891906738281,310.7532958984375,12,0.9104855496645481,577.88,5.3,PROFIT_TARGET_50%
100,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-11,2020-08-12,1,256.277099609375,262.7229309082031,12,0.8648683169414522,538.87,4.92,PROFIT_TARGET_50%
99,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-06,2020-08-13,7,110.18854522705078,111.46055603027344,25,0.3494477485330152,395.15,3.4,PROFIT_TARGET_50%
102,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-12,2020-08-17,5,262.7229309082031,266.0666198730469,12,0.8147983647729617,577.04,5.24,PROFIT_TARGET_50%
101,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-12,2020-08-18,6,310.7532958984375,311.8584289550781,12,0.6473270390832084,388.75,3.46,PROFIT_TARGET_50%
103,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-13,2020-08-19,6,111.46055603027344,112.1364974975586,25,0.3226665264345998,362.09,3.1,PROFIT_TARGET_50%
104,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-17,2020-08-20,3,266.0666198730469,270.5216369628906,13,0.9111986902601537,582.1,4.93,PROFIT_TARGET_50%
106,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-19,2020-08-21,2,112.1364974975586,120.53167724609376,27,0.6243466185392528,1097.09,9.29,PROFIT_TARGET_50%
105,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-18,2020-08-24,6,311.8584289550781,315.79986572265625,13,0.9264303088928685,610.01,5.17,PROFIT_TARGET_50%
107,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-20,2020-08-24,4,270.5216369628906,274.0973205566406,13,1.0137492895671247,727.3,6.23,PROFIT_TARGET_50%
110,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-24,2020-08-26,2,274.0973205566406,282.14727783203125,13,0.5846564758366846,489.9,4.0,PROFIT_TARGET_50%
109,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-24,2020-08-28,4,315.79986572265625,322.8540344238281,14,0.6826790559134572,604.12,4.63,PROFIT_TARGET_50%
108,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-21,2020-08-31,10,120.53167724609376,125.05754852294922,28,0.5128440795317433,1097.77,8.74,PROFIT_TARGET_50%
111,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-26,2020-09-01,6,282.14727783203125,289.8397521972656,14,0.8844325189114794,767.9,6.02,PROFIT_TARGET_50%
112,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-28,2020-09-03,6,322.8540344238281,318.0745544433594,14,1.0498334592853276,-1630.55,-13.01,STOP_LOSS
113,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-08-31,2020-09-03,3,125.05754852294922,117.14938354492188,30,0.609807530332434,-2379.57,-18.07,STOP_LOSS
114,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-01,2020-09-03,2,289.8397521972656,277.7502746582031,15,0.9120053476926397,-2973.38,-21.81,STOP_LOSS
116,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-03,2020-09-08,5,277.7502746582031,260.8771057128906,13,1.1415548628514465,-2217.41,-19.26,STOP_LOSS
117,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-03,2020-09-08,5,117.14938354492188,109.338134765625,26,0.5564130893410901,-1501.26,-12.99,STOP_LOSS
115,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-03,2020-09-14,11,318.0745544433594,311.6925354003906,13,1.039713952573841,872.13,7.49,PROFIT_TARGET_50%
118,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-14,2020-09-21,7,139.8733367919922,149.79666137695312,24,0.5379176261166743,754.2,7.04,PROFIT_TARGET_50%
119,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-15,2020-09-21,6,313.26739501953125,302.31658935546875,12,0.7511085223675611,-1166.86,-10.51,STOP_LOSS
120,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-21,2020-09-23,2,149.79666137695312,126.7866668701172,24,0.5293234838828136,-1473.67,-13.73,STOP_LOSS
121,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-25,2020-09-30,5,135.77999877929688,143.00332641601562,23,0.5062558172441607,615.23,5.95,PROFIT_TARGET_50%
122,MSFT,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-25,2020-10-01,6,197.6369781494141,202.04965209960935,23,0.568599288694351,657.1,6.45,PROFIT_TARGET_50%
123,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-28,2020-10-05,7,308.9921569824219,314.14227294921875,11,0.7176512102339832,446.7,4.37,PROFIT_TARGET_50%
124,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-09-30,2020-10-08,8,268.5018310546875,271.951904296875,11,0.7927439860648633,452.51,4.47,PROFIT_TARGET_50%
126,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-05,2020-10-08,3,314.14227294921875,317.859130859375,12,0.881498400554273,522.09,4.77,PROFIT_TARGET_50%
125,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-01,2020-10-09,8,113.18561553955078,113.36005401611328,24,0.49381875674594955,511.76,4.73,PROFIT_TARGET_50%
127,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-08,2020-10-12,4,317.859130859375,325.85693359375,12,0.8774709791371595,646.62,5.91,PROFIT_TARGET_50%
128,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-08,2020-10-12,4,271.951904296875,284.63104248046875,12,1.0565679396166114,811.14,7.56,PROFIT_TARGET_50%
129,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-09,2020-10-12,3,113.36005401611328,120.56072998046876,25,0.47952207719277506,627.98,5.56,PROFIT_TARGET_50%
131,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-12,2020-10-22,10,284.63104248046875,274.6287536621094,13,1.0755311670943257,714.98,6.16,PROFIT_TARGET_50%
132,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-12,2020-10-26,14,120.56072998046876,111.4993133544922,26,0.5067285259717389,806.87,6.91,PROFIT_TARGET_50%
130,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-12,2020-10-28,16,325.85693359375,302.0299987792969,13,0.7413599355952787,-3639.58,-30.24,STOP_LOSS
133,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-22,2020-10-28,6,274.6287536621094,262.5103454589844,13,1.0358496991734967,-2573.46,-22.08,STOP_LOSS
134,META,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-26,2020-10-28,2,274.6977233886719,265.33990478515625,13,0.8795596494549791,-1402.72,-11.83,STOP_LOSS
135,META,BULL_PUT_SPREAD,SELL_CREDIT,2020-10-29,2020-10-30,1,278.3852844238281,260.8195495605469,11,1.0449510012888155,-1307.66,-13.27,STOP_LOSS
136,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-03,2020-11-05,2,141.3000030517578,146.02999877929688,22,0.5399367260224608,744.9,7.59,PROFIT_TARGET_50%
137,MSFT,BEAR_CALL_SPREAD,SELL_CREDIT,2020-11-03,2020-11-05,2,196.3151397705078,212.3489990234375,23,0.728401270235647,-1818.64,-18.51,STOP_LOSS
138,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-04,2020-11-05,1,317.63726806640625,323.83209228515625,10,0.7771152167563997,428.77,4.65,PROFIT_TARGET_50%
139,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-05,2020-11-09,4,323.83209228515625,327.8263244628906,10,0.9428522511358643,518.89,5.73,PROFIT_TARGET_50%
141,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-05,2020-11-13,8,115.35647583007812,115.77877044677734,21,0.5003607384429412,542.33,5.74,PROFIT_TARGET_50%
142,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-09,2020-11-13,4,327.8263244628906,331.09942626953125,10,0.8958749807563997,478.94,5.26,PROFIT_TARGET_50%
140,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-05,2020-11-16,11,284.49566650390625,283.34576416015625,11,1.0829340631885493,664.62,6.78,PROFIT_TARGET_50%
143,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-13,2020-11-16,3,331.09942626953125,335.2323913574219,11,0.9038733297995503,445.27,4.45,PROFIT_TARGET_50%
144,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-13,2020-11-24,11,115.77877044677734,111.8081283569336,22,0.4231349133209319,465.47,4.62,PROFIT_TARGET_50%
145,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2020-11-16,2020-11-24,8,335.2323913574219,335.8334350585937,11,0.9775419441391193,525.93,5.3,PROFIT_TARGET_50%
